region,subregion,country,area,country_area,date,confirmed_cases,deaths,recovered,population,lat,long,lat_long_flag,pop_flag,active,confirmed_cases_rate,deaths_rate,recovered_rate,active_rate,C_xs_T,devt_time
Latin America And The Caribbean,South America,Guyana,,Guyana,29/03/2020,8,1,0,0.786559,4.860416,-58.93018,1,1,7,10.170883557,0.125000000,0.000000000,0.875000000,1,14 
Latin America And The Caribbean,South America,Guyana,,Guyana,30/03/2020,8,1,0,0.786559,4.860416,-58.93018,1,1,7,10.170883557,0.125000000,0.000000000,0.875000000,1,15 
Latin America And The Caribbean,South America,Guyana,,Guyana,31/03/2020,12,2,0,0.786559,4.860416,-58.93018,1,1,10,15.256325336,0.166666667,0.000000000,0.833333333,1,16 
Latin America And The Caribbean,South America,Guyana,,Guyana,01/04/2020,19,2,0,0.786559,4.860416,-58.93018,1,1,17,24.155848449,0.105263158,0.000000000,0.894736842,1,17 
Latin America And The Caribbean,South America,Guyana,,Guyana,02/04/2020,19,4,0,0.786559,4.860416,-58.93018,1,1,15,24.155848449,0.210526316,0.000000000,0.789473684,1,18 
Latin America And The Caribbean,South America,Guyana,,Guyana,03/04/2020,23,4,0,0.786559,4.860416,-58.93018,1,1,19,29.241290227,0.173913043,0.000000000,0.826086957,1,19 
Latin America And The Caribbean,South America,Guyana,,Guyana,04/04/2020,23,4,0,0.786559,4.860416,-58.93018,1,1,19,29.241290227,0.173913043,0.000000000,0.826086957,1,20 
Latin America And The Caribbean,South America,Guyana,,Guyana,05/04/2020,24,4,0,0.786559,4.860416,-58.93018,1,1,20,30.512650672,0.166666667,0.000000000,0.833333333,1,21 
Latin America And The Caribbean,South America,Guyana,,Guyana,06/04/2020,31,4,8,0.786559,4.860416,-58.93018,1,1,19,39.412173785,0.129032258,0.258064516,0.612903226,1,22 
Latin America And The Caribbean,South America,Guyana,,Guyana,07/04/2020,33,5,8,0.786559,4.860416,-58.93018,1,1,20,41.954894674,0.151515152,0.242424242,0.606060606,1,23 
Latin America And The Caribbean,South America,Guyana,,Guyana,08/04/2020,37,6,8,0.786559,4.860416,-58.93018,1,1,23,47.040336453,0.162162162,0.216216216,0.621621622,1,24 
Latin America And The Caribbean,South America,Guyana,,Guyana,09/04/2020,37,6,8,0.786559,4.860416,-58.93018,1,1,23,47.040336453,0.162162162,0.216216216,0.621621622,1,25 
Latin America And The Caribbean,South America,Guyana,,Guyana,10/04/2020,37,6,8,0.786559,4.860416,-58.93018,1,1,23,47.040336453,0.162162162,0.216216216,0.621621622,1,26 
Latin America And The Caribbean,South America,Guyana,,Guyana,11/04/2020,45,6,8,0.786559,4.860416,-58.93018,1,1,31,57.211220010,0.133333333,0.177777778,0.688888889,1,27 
Latin America And The Caribbean,South America,Guyana,,Guyana,12/04/2020,45,6,8,0.786559,4.860416,-58.93018,1,1,31,57.211220010,0.133333333,0.177777778,0.688888889,1,28 
Latin America And The Caribbean,South America,Guyana,,Guyana,13/04/2020,45,6,8,0.786559,4.860416,-58.93018,1,1,31,57.211220010,0.133333333,0.177777778,0.688888889,1,29 
Latin America And The Caribbean,South America,Guyana,,Guyana,14/04/2020,47,6,8,0.786559,4.860416,-58.93018,1,1,33,59.753940900,0.127659574,0.170212766,0.702127660,1,30 
Latin America And The Caribbean,South America,Guyana,,Guyana,15/04/2020,55,6,8,0.786559,4.860416,-58.93018,1,1,41,69.924824457,0.109090909,0.145454545,0.745454545,1,31 
Latin America And The Caribbean,South America,Guyana,,Guyana,16/04/2020,55,6,8,0.786559,4.860416,-58.93018,1,1,41,69.924824457,0.109090909,0.145454545,0.745454545,1,32 
Latin America And The Caribbean,South America,Guyana,,Guyana,17/04/2020,63,6,9,0.786559,4.860416,-58.93018,1,1,48,80.095708014,0.095238095,0.142857143,0.761904762,1,33 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,20/03/2020,2,0,0,11.402533,18.9712,-72.2852,1,1,2,0.175399624,0.000000000,0.000000000,1.000000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,21/03/2020,2,0,0,11.402533,18.9712,-72.2852,1,1,2,0.175399624,0.000000000,0.000000000,1.000000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,22/03/2020,2,0,0,11.402533,18.9712,-72.2852,1,1,2,0.175399624,0.000000000,0.000000000,1.000000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,23/03/2020,6,0,0,11.402533,18.9712,-72.2852,1,1,6,0.526198872,0.000000000,0.000000000,1.000000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,24/03/2020,7,0,0,11.402533,18.9712,-72.2852,1,1,7,0.613898684,0.000000000,0.000000000,1.000000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,25/03/2020,8,0,0,11.402533,18.9712,-72.2852,1,1,8,0.701598496,0.000000000,0.000000000,1.000000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,26/03/2020,8,0,0,11.402533,18.9712,-72.2852,1,1,8,0.701598496,0.000000000,0.000000000,1.000000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,27/03/2020,8,0,0,11.402533,18.9712,-72.2852,1,1,8,0.701598496,0.000000000,0.000000000,1.000000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,28/03/2020,8,0,0,11.402533,18.9712,-72.2852,1,1,8,0.701598496,0.000000000,0.000000000,1.000000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,29/03/2020,15,0,1,11.402533,18.9712,-72.2852,1,1,14,1.315497179,0.000000000,0.066666667,0.933333333,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,30/03/2020,15,0,1,11.402533,18.9712,-72.2852,1,1,14,1.315497179,0.000000000,0.066666667,0.933333333,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,31/03/2020,15,0,1,11.402533,18.9712,-72.2852,1,1,14,1.315497179,0.000000000,0.066666667,0.933333333,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,01/04/2020,16,0,1,11.402533,18.9712,-72.2852,1,1,15,1.403196991,0.000000000,0.062500000,0.937500000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,02/04/2020,16,0,1,11.402533,18.9712,-72.2852,1,1,15,1.403196991,0.000000000,0.062500000,0.937500000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,03/04/2020,18,0,1,11.402533,18.9712,-72.2852,1,1,17,1.578596615,0.000000000,0.055555556,0.944444444,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,04/04/2020,20,0,1,11.402533,18.9712,-72.2852,1,1,19,1.753996239,0.000000000,0.050000000,0.950000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,05/04/2020,21,1,1,11.402533,18.9712,-72.2852,1,1,19,1.841696051,0.047619048,0.047619048,0.904761905,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,06/04/2020,24,1,0,11.402533,18.9712,-72.2852,1,1,23,2.104795487,0.041666667,0.000000000,0.958333333,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,07/04/2020,25,1,0,11.402533,18.9712,-72.2852,1,1,24,2.192495299,0.040000000,0.000000000,0.960000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,08/04/2020,27,1,0,11.402533,18.9712,-72.2852,1,1,26,2.367894923,0.037037037,0.000000000,0.962962963,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,09/04/2020,30,2,0,11.402533,18.9712,-72.2852,1,1,28,2.630994359,0.066666667,0.000000000,0.933333333,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,10/04/2020,31,2,0,11.402533,18.9712,-72.2852,1,1,29,2.718694171,0.064516129,0.000000000,0.935483871,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,11/04/2020,33,2,0,11.402533,18.9712,-72.2852,1,1,31,2.894093795,0.060606061,0.000000000,0.939393939,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,12/04/2020,33,3,0,11.402533,18.9712,-72.2852,1,1,30,2.894093795,0.090909091,0.000000000,0.909090909,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,13/04/2020,40,3,0,11.402533,18.9712,-72.2852,1,1,37,3.507992479,0.075000000,0.000000000,0.925000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,14/04/2020,40,3,0,11.402533,18.9712,-72.2852,1,1,37,3.507992479,0.075000000,0.000000000,0.925000000,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,15/04/2020,41,3,0,11.402533,18.9712,-72.2852,1,1,38,3.595692290,0.073170732,0.000000000,0.926829268,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,16/04/2020,41,3,0,11.402533,18.9712,-72.2852,1,1,38,3.595692290,0.073170732,0.000000000,0.926829268,0,-99 
Latin America And The Caribbean,Caribbean,Haiti,,Haiti,17/04/2020,43,3,0,11.402533,18.9712,-72.2852,1,1,40,3.771091914,0.069767442,0.000000000,0.930232558,0,-99 
Latin America And The Caribbean,Central America,Honduras,,Honduras,11/03/2020,2,0,0,9.904608,15.2,-86.2419,1,1,2,0.201926215,0.000000000,0.000000000,1.000000000,0,-15 
Latin America And The Caribbean,Central America,Honduras,,Honduras,12/03/2020,2,0,0,9.904608,15.2,-86.2419,1,1,2,0.201926215,0.000000000,0.000000000,1.000000000,0,-14 
Latin America And The Caribbean,Central America,Honduras,,Honduras,13/03/2020,2,0,0,9.904608,15.2,-86.2419,1,1,2,0.201926215,0.000000000,0.000000000,1.000000000,0,-13 
Latin America And The Caribbean,Central America,Honduras,,Honduras,14/03/2020,2,0,0,9.904608,15.2,-86.2419,1,1,2,0.201926215,0.000000000,0.000000000,1.000000000,0,-12 
Latin America And The Caribbean,Central America,Honduras,,Honduras,15/03/2020,3,0,0,9.904608,15.2,-86.2419,1,1,3,0.302889322,0.000000000,0.000000000,1.000000000,0,-11 
Latin America And The Caribbean,Central America,Honduras,,Honduras,16/03/2020,6,0,0,9.904608,15.2,-86.2419,1,1,6,0.605778644,0.000000000,0.000000000,1.000000000,0,-10 
Latin America And The Caribbean,Central America,Honduras,,Honduras,17/03/2020,8,0,0,9.904608,15.2,-86.2419,1,1,8,0.807704858,0.000000000,0.000000000,1.000000000,0,-9 
Latin America And The Caribbean,Central America,Honduras,,Honduras,18/03/2020,9,0,0,9.904608,15.2,-86.2419,1,1,9,0.908667965,0.000000000,0.000000000,1.000000000,0,-8 
Latin America And The Caribbean,Central America,Honduras,,Honduras,19/03/2020,12,0,0,9.904608,15.2,-86.2419,1,1,12,1.211557287,0.000000000,0.000000000,1.000000000,0,-7 
Latin America And The Caribbean,Central America,Honduras,,Honduras,20/03/2020,24,0,0,9.904608,15.2,-86.2419,1,1,24,2.423114575,0.000000000,0.000000000,1.000000000,0,-6 
Latin America And The Caribbean,Central America,Honduras,,Honduras,21/03/2020,24,0,0,9.904608,15.2,-86.2419,1,1,24,2.423114575,0.000000000,0.000000000,1.000000000,0,-5 
Latin America And The Caribbean,Central America,Honduras,,Honduras,22/03/2020,26,0,0,9.904608,15.2,-86.2419,1,1,26,2.625040789,0.000000000,0.000000000,1.000000000,0,-4 
Latin America And The Caribbean,Central America,Honduras,,Honduras,23/03/2020,27,0,0,9.904608,15.2,-86.2419,1,1,27,2.726003896,0.000000000,0.000000000,1.000000000,0,-3 
Latin America And The Caribbean,Central America,Honduras,,Honduras,24/03/2020,30,0,0,9.904608,15.2,-86.2419,1,1,30,3.028893218,0.000000000,0.000000000,1.000000000,0,-2 
Latin America And The Caribbean,Central America,Honduras,,Honduras,25/03/2020,36,0,0,9.904608,15.2,-86.2419,1,1,36,3.634671862,0.000000000,0.000000000,1.000000000,0,-1 
Latin America And The Caribbean,Central America,Honduras,,Honduras,26/03/2020,52,1,0,9.904608,15.2,-86.2419,1,1,51,5.250081578,0.019230769,0.000000000,0.980769231,1,0 
Latin America And The Caribbean,Central America,Honduras,,Honduras,27/03/2020,68,1,0,9.904608,15.2,-86.2419,1,1,67,6.865491295,0.014705882,0.000000000,0.985294118,1,1 
Latin America And The Caribbean,Central America,Honduras,,Honduras,28/03/2020,95,1,3,9.904608,15.2,-86.2419,1,1,91,9.591495191,0.010526316,0.031578947,0.957894737,1,2 
Latin America And The Caribbean,Central America,Honduras,,Honduras,29/03/2020,110,3,3,9.904608,15.2,-86.2419,1,1,104,11.105941800,0.027272727,0.027272727,0.945454545,1,3 
Latin America And The Caribbean,Central America,Honduras,,Honduras,30/03/2020,139,7,3,9.904608,15.2,-86.2419,1,1,129,14.033871911,0.050359712,0.021582734,0.928057554,1,4 
Latin America And The Caribbean,Central America,Honduras,,Honduras,31/03/2020,141,7,3,9.904608,15.2,-86.2419,1,1,131,14.235798125,0.049645390,0.021276596,0.929078014,1,5 
Latin America And The Caribbean,Central America,Honduras,,Honduras,01/04/2020,172,10,3,9.904608,15.2,-86.2419,1,1,159,17.365654451,0.058139535,0.017441860,0.924418605,1,6 
Latin America And The Caribbean,Central America,Honduras,,Honduras,02/04/2020,219,14,3,9.904608,15.2,-86.2419,1,1,202,22.110920493,0.063926941,0.013698630,0.922374429,1,7 
Latin America And The Caribbean,Central America,Honduras,,Honduras,03/04/2020,222,15,3,9.904608,15.2,-86.2419,1,1,204,22.413809815,0.067567568,0.013513514,0.918918919,1,8 
Latin America And The Caribbean,Central America,Honduras,,Honduras,04/04/2020,264,15,3,9.904608,15.2,-86.2419,1,1,246,26.654260320,0.056818182,0.011363636,0.931818182,1,9 
Latin America And The Caribbean,Central America,Honduras,,Honduras,05/04/2020,268,22,6,9.904608,15.2,-86.2419,1,1,240,27.058112749,0.082089552,0.022388060,0.895522388,1,10 
Latin America And The Caribbean,Central America,Honduras,,Honduras,06/04/2020,298,22,6,9.904608,15.2,-86.2419,1,1,270,30.087005967,0.073825503,0.020134228,0.906040268,1,11 
Latin America And The Caribbean,Central America,Honduras,,Honduras,07/04/2020,305,22,6,9.904608,15.2,-86.2419,1,1,277,30.793747718,0.072131148,0.019672131,0.908196721,1,12 
Latin America And The Caribbean,Central America,Honduras,,Honduras,08/04/2020,312,22,6,9.904608,15.2,-86.2419,1,1,284,31.500489469,0.070512821,0.019230769,0.910256410,1,13 
Latin America And The Caribbean,Central America,Honduras,,Honduras,09/04/2020,343,23,6,9.904608,15.2,-86.2419,1,1,314,34.630345795,0.067055394,0.017492711,0.915451895,1,14 
Latin America And The Caribbean,Central America,Honduras,,Honduras,10/04/2020,382,23,7,9.904608,15.2,-86.2419,1,1,352,38.567906978,0.060209424,0.018324607,0.921465969,1,15 
Latin America And The Caribbean,Central America,Honduras,,Honduras,11/04/2020,392,24,7,9.904608,15.2,-86.2419,1,1,361,39.577538051,0.061224490,0.017857143,0.920918367,1,16 
Latin America And The Caribbean,Central America,Honduras,,Honduras,12/04/2020,393,25,7,9.904608,15.2,-86.2419,1,1,361,39.678501158,0.063613232,0.017811705,0.918575064,1,17 
Latin America And The Caribbean,Central America,Honduras,,Honduras,13/04/2020,397,25,7,9.904608,15.2,-86.2419,1,1,365,40.082353587,0.062972292,0.017632242,0.919395466,1,18 
Latin America And The Caribbean,Central America,Honduras,,Honduras,14/04/2020,407,26,7,9.904608,15.2,-86.2419,1,1,374,41.091984660,0.063882064,0.017199017,0.918918919,1,19 
Latin America And The Caribbean,Central America,Honduras,,Honduras,15/04/2020,419,31,9,9.904608,15.2,-86.2419,1,1,379,42.303541947,0.073985680,0.021479714,0.904534606,1,20 
Latin America And The Caribbean,Central America,Honduras,,Honduras,16/04/2020,426,35,9,9.904608,15.2,-86.2419,1,1,382,43.010283698,0.082159624,0.021126761,0.896713615,1,21 
Latin America And The Caribbean,Central America,Honduras,,Honduras,17/04/2020,442,41,10,9.904608,15.2,-86.2419,1,1,391,44.625693415,0.092760181,0.022624434,0.884615385,1,22 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,22/01/2020,0,0,0,7.496988,22.3,114.2,1,1,0,0.000000000,0.000000000,0.000000000,0.000000000,0,-19 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,23/01/2020,2,0,0,7.496988,22.3,114.2,1,1,2,0.266773803,0.000000000,0.000000000,1.000000000,0,-18 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,24/01/2020,2,0,0,7.496988,22.3,114.2,1,1,2,0.266773803,0.000000000,0.000000000,1.000000000,0,-17 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,25/01/2020,5,0,0,7.496988,22.3,114.2,1,1,5,0.666934508,0.000000000,0.000000000,1.000000000,0,-16 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,26/01/2020,8,0,0,7.496988,22.3,114.2,1,1,8,1.067095212,0.000000000,0.000000000,1.000000000,0,-15 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,27/01/2020,8,0,0,7.496988,22.3,114.2,1,1,8,1.067095212,0.000000000,0.000000000,1.000000000,0,-14 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,28/01/2020,8,0,0,7.496988,22.3,114.2,1,1,8,1.067095212,0.000000000,0.000000000,1.000000000,0,-13 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,29/01/2020,10,0,0,7.496988,22.3,114.2,1,1,10,1.333869015,0.000000000,0.000000000,1.000000000,0,-12 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,30/01/2020,10,0,0,7.496988,22.3,114.2,1,1,10,1.333869015,0.000000000,0.000000000,1.000000000,0,-11 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,31/01/2020,12,0,0,7.496988,22.3,114.2,1,1,12,1.600642818,0.000000000,0.000000000,1.000000000,0,-10 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,01/02/2020,13,0,0,7.496988,22.3,114.2,1,1,13,1.734029720,0.000000000,0.000000000,1.000000000,0,-9 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,02/02/2020,15,0,0,7.496988,22.3,114.2,1,1,15,2.000803523,0.000000000,0.000000000,1.000000000,0,-8 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,03/02/2020,15,0,0,7.496988,22.3,114.2,1,1,15,2.000803523,0.000000000,0.000000000,1.000000000,0,-7 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,04/02/2020,17,1,0,7.496988,22.3,114.2,1,1,16,2.267577326,0.058823529,0.000000000,0.941176471,0,-6 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,05/02/2020,21,1,0,7.496988,22.3,114.2,1,1,20,2.801124932,0.047619048,0.000000000,0.952380952,0,-5 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,06/02/2020,24,1,0,7.496988,22.3,114.2,1,1,23,3.201285636,0.041666667,0.000000000,0.958333333,0,-4 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,07/02/2020,25,1,0,7.496988,22.3,114.2,1,1,24,3.334672538,0.040000000,0.000000000,0.960000000,0,-3 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,08/02/2020,26,1,0,7.496988,22.3,114.2,1,1,25,3.468059439,0.038461538,0.000000000,0.961538462,0,-2 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,09/02/2020,29,1,0,7.496988,22.3,114.2,1,1,28,3.868220144,0.034482759,0.000000000,0.965517241,0,-1 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,10/02/2020,38,1,0,7.496988,22.3,114.2,1,1,37,5.068702257,0.026315789,0.000000000,0.973684211,1,0 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,11/02/2020,49,1,0,7.496988,22.3,114.2,1,1,48,6.535958174,0.020408163,0.000000000,0.979591837,1,1 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,12/02/2020,50,1,1,7.496988,22.3,114.2,1,1,48,6.669345076,0.020000000,0.020000000,0.960000000,1,2 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,13/02/2020,53,1,1,7.496988,22.3,114.2,1,1,51,7.069505780,0.018867925,0.018867925,0.962264151,1,3 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,14/02/2020,56,1,1,7.496988,22.3,114.2,1,1,54,7.469666485,0.017857143,0.017857143,0.964285714,1,4 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,15/02/2020,56,1,1,7.496988,22.3,114.2,1,1,54,7.469666485,0.017857143,0.017857143,0.964285714,1,5 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,16/02/2020,57,1,2,7.496988,22.3,114.2,1,1,54,7.603053386,0.017543860,0.035087719,0.947368421,1,6 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,17/02/2020,60,1,2,7.496988,22.3,114.2,1,1,57,8.003214091,0.016666667,0.033333333,0.950000000,1,7 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,18/02/2020,62,1,2,7.496988,22.3,114.2,1,1,59,8.269987894,0.016129032,0.032258065,0.951612903,1,8 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,19/02/2020,63,2,5,7.496988,22.3,114.2,1,1,56,8.403374795,0.031746032,0.079365079,0.888888889,1,9 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,20/02/2020,68,2,6,7.496988,22.3,114.2,1,1,60,9.070309303,0.029411765,0.088235294,0.882352941,1,10 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,21/02/2020,68,2,5,7.496988,22.3,114.2,1,1,61,9.070309303,0.029411765,0.073529412,0.897058824,1,11 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,22/02/2020,69,2,6,7.496988,22.3,114.2,1,1,61,9.203696204,0.028985507,0.086956522,0.884057971,1,12 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,23/02/2020,74,2,11,7.496988,22.3,114.2,1,1,61,9.870630712,0.027027027,0.148648649,0.824324324,1,13 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,24/02/2020,79,2,19,7.496988,22.3,114.2,1,1,58,10.537565220,0.025316456,0.240506329,0.734177215,1,14 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,25/02/2020,84,2,19,7.496988,22.3,114.2,1,1,63,11.204499727,0.023809524,0.226190476,0.750000000,1,15 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,26/02/2020,91,2,24,7.496988,22.3,114.2,1,1,65,12.138208038,0.021978022,0.263736264,0.714285714,1,16 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,27/02/2020,92,2,24,7.496988,22.3,114.2,1,1,66,12.271594939,0.021739130,0.260869565,0.717391304,1,17 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,28/02/2020,94,2,30,7.496988,22.3,114.2,1,1,62,12.538368742,0.021276596,0.319148936,0.659574468,1,18 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,29/02/2020,95,2,33,7.496988,22.3,114.2,1,1,60,12.671755644,0.021052632,0.347368421,0.631578947,1,19 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,01/03/2020,96,2,36,7.496988,22.3,114.2,1,1,58,12.805142545,0.020833333,0.375000000,0.604166667,1,20 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,02/03/2020,100,2,36,7.496988,22.3,114.2,1,1,62,13.338690151,0.020000000,0.360000000,0.620000000,1,21 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,03/03/2020,100,2,37,7.496988,22.3,114.2,1,1,61,13.338690151,0.020000000,0.370000000,0.610000000,1,22 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,04/03/2020,105,2,37,7.496988,22.3,114.2,1,1,66,14.005624659,0.019047619,0.352380952,0.628571429,1,23 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,05/03/2020,105,2,43,7.496988,22.3,114.2,1,1,60,14.005624659,0.019047619,0.409523810,0.571428571,1,24 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,06/03/2020,107,2,46,7.496988,22.3,114.2,1,1,59,14.272398462,0.018691589,0.429906542,0.551401869,1,25 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,07/03/2020,108,2,51,7.496988,22.3,114.2,1,1,55,14.405785363,0.018518519,0.472222222,0.509259259,1,26 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,08/03/2020,114,3,58,7.496988,22.3,114.2,1,1,53,15.206106772,0.026315789,0.508771930,0.464912281,1,27 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,09/03/2020,115,3,59,7.496988,22.3,114.2,1,1,53,15.339493674,0.026086957,0.513043478,0.460869565,1,28 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,10/03/2020,120,3,65,7.496988,22.3,114.2,1,1,52,16.006428182,0.025000000,0.541666667,0.433333333,1,29 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,11/03/2020,126,3,65,7.496988,22.3,114.2,1,1,58,16.806749591,0.023809524,0.515873016,0.460317460,1,30 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,12/03/2020,129,3,67,7.496988,22.3,114.2,1,1,59,17.206910295,0.023255814,0.519379845,0.457364341,1,31 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,13/03/2020,134,4,77,7.496988,22.3,114.2,1,1,53,17.873844803,0.029850746,0.574626866,0.395522388,1,32 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,14/03/2020,140,4,78,7.496988,22.3,114.2,1,1,58,18.674166212,0.028571429,0.557142857,0.414285714,1,33 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,15/03/2020,145,4,81,7.496988,22.3,114.2,1,1,60,19.341100719,0.027586207,0.558620690,0.413793103,1,34 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,16/03/2020,155,4,84,7.496988,22.3,114.2,1,1,67,20.674969735,0.025806452,0.541935484,0.432258065,1,35 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,17/03/2020,162,4,88,7.496988,22.3,114.2,1,1,70,21.608678045,0.024691358,0.543209877,0.432098765,1,36 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,18/03/2020,181,4,92,7.496988,22.3,114.2,1,1,85,24.143029174,0.022099448,0.508287293,0.469613260,1,37 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,19/03/2020,208,4,95,7.496988,22.3,114.2,1,1,109,27.744475515,0.019230769,0.456730769,0.524038462,1,38 
Eastern And South-Eastern Asia,Eastern Asia,Hong Kong,,Hong Kong,20/03/2020,256,4,98,7.496988,22.3,114.2,1,1,154,34.147046787,0.015625000,0.382812500,0.601562500,1,39 
